imdb_title_id,oscar_nominated_directors
tt0060655,0
tt0104587,0
tt0069468,0
tt0045754,1
tt0116050,0
tt0081534,0
tt0026784,0
tt0036033,0
tt0054861,0
tt0084849,0
tt0084158,0
tt0088933,1
tt0033157,0
tt0058390,0
tt0094078,0
tt0045605,0
tt0085891,0
tt0070183,0
tt0109759,0
tt0107719,0
tt0076490,0
tt0046483,0
tt0051394,0
tt0060697,0
tt0055452,0
tt0033547,0
tt0117030,1
tt0089800,0
tt0103313,0
tt0046714,0
tt0058413,0
tt0081613,0
tt0048253,0
tt0109020,0
tt0034545,0
tt0083284,1
tt0089114,0
tt0022864,0
tt0046056,0
tt0082648,0
tt0095060,0
tt0045248,0
tt0064855,0
tt0116577,0
tt0032811,1
tt0061720,1
tt0112870,0
tt0118539,0
tt0105428,0
tt0094768,0
tt0047598,0
tt0104321,0
tt0040725,0
tt0066856,0
tt0113580,0
tt0029843,1
tt0062529,0
tt0103855,0
tt0057844,0
tt0097052,0
tt0097623,0
tt0027205,1
tt0084354,0
tt0021549,0
tt0057270,0
tt0064396,1
tt0052169,0
tt0114008,0
tt0065670,0
tt0070271,0
tt0057656,0
tt0063787,0
tt0031051,0
tt0061458,0
tt0116445,0
tt0024890,0
tt0107767,0
tt0033484,1
tt0035746,0
tt0050560,0
tt0104122,0
tt0093769,0
tt0058977,0
tt0055492,0
tt0111240,0
tt0062833,0
tt0106408,0
tt0049106,0
tt0044199,0
tt0042313,1
tt0027810,0
tt0012675,0
tt0035039,0
tt0104072,0
tt0085746,0
tt0037588,0
tt0102216,0
tt0089700,0
tt0069674,0
tt0112527,0
tt0073778,0
tt0064391,0
tt0037990,0
tt0090093,0
tt0097709,0
tt0066550,0
tt0035982,0
tt0082418,0
tt0061397,0
tt0045309,0
tt0044400,0
tt0076354,0
tt0037100,0
tt0115493,0
tt0043820,1
tt0019939,0
tt0023104,0
tt0077698,0
tt0069215,0
tt0095853,0
tt0038476,0
tt0070731,0
tt0028442,1
tt0069270,0
tt0102436,0
tt0079753,0
tt0079219,1
tt0064628,0
tt0073210,0
tt0046368,0
tt0090771,0
tt0025850,0
tt0044119,0
tt0113749,0
tt0051057,0
tt0075203,0
tt0064068,0
tt0084112,0
tt0098467,0
tt0067637,0
tt0011960,1
tt0074137,0
tt0089265,0
tt0084248,0
tt0058003,1
tt0054881,0
tt0046514,0
tt0065163,0
tt0070930,0
tt0086525,0
tt0103674,0
tt0028677,0
tt0089539,0
tt0027194,0
tt0067884,0
tt0073373,0
tt0073036,0
tt0112792,0
tt0082186,0
tt0054315,0
tt0113967,0
tt0110463,0
tt0118534,0
tt0099083,0
tt0065839,0
tt0103706,0
tt0036670,0
tt0031796,0
tt0069308,0
tt0051093,0
tt0067112,0
tt0110428,0
tt0038285,0
tt0088744,0
tt0061165,0
tt0027594,0
tt0057713,0
tt0090282,0
tt0117798,0
tt0055963,0
tt0025455,0
tt0114429,0
tt0048983,0
tt0033717,0
tt0018927,1
tt0048387,0
tt0058881,0
tt0050287,0
tt0049647,0
tt0085542,0
tt0063480,0
tt0060661,0
tt0113835,0
tt0056906,0
tt0087280,0
tt0077138,0
tt0068994,0
tt0092274,0
tt0073846,0
tt0104483,0
tt0039694,1
tt0041956,1
tt0060135,0
tt0070855,0
tt0064932,0
tt0047528,1
tt0060934,1
tt0092732,0
tt0093315,0
tt0082804,0
tt0027361,0
tt0057569,1
tt0040779,0
tt0046054,0
tt0105575,0
tt0063834,0
tt0063563,0
tt0075066,0
tt0040173,0
tt0050818,0
tt0068425,0
tt0046961,0
tt0100588,0
tt0068273,0
tt0044547,0
tt0062943,0
tt0056566,1
tt0099385,0
tt0079742,0
tt0073045,0
tt0035494,0
tt0064791,0
tt0055973,0
tt0063206,0
tt0038988,1
tt0078513,0
tt0059796,0
tt0048610,0
tt0046683,0
tt0077197,0
tt0037913,1
tt0066817,0
tt0045887,0
tt0059634,0
tt0075922,0
tt0039750,0
tt0104831,0
tt0078163,0
tt0075708,0
tt0111138,0
tt0118655,0
tt0043827,0
tt0093087,0
tt0039233,0
tt0088300,0
tt0029751,1
tt0053775,0
tt0055950,0
tt0082216,0
tt0081485,0
tt0063522,1
tt0037099,0
tt0081254,0
tt0046351,0
tt0044543,0
tt0107461,0
tt0062129,0
tt0022261,0
tt0102919,0
tt0098437,0
tt0025759,0
tt0031166,0
tt0066229,0
tt0032761,0
tt0066108,0
tt0109781,0
tt0091601,0
tt0111653,0
tt0042412,0
tt0050192,0
tt0050476,0
tt0041619,0
tt0056845,0
tt0094002,0
tt0074348,0
tt0063371,0
tt0078210,0
tt0014898,1
tt0071973,0
tt0107282,0
tt0081549,0
tt0060295,0
tt0056736,1
tt0110593,0
tt0091655,0
tt0059049,0
tt0022172,0
tt0060048,0
tt0115994,0
tt0037360,0
tt0069073,0
tt0062301,0
tt0069281,1
tt0052794,0
tt0028345,1
tt0067515,0
tt0108500,0
tt0104518,0
tt0048044,0
tt0096114,0
tt0088944,0
tt0045352,0
tt0103747,0
tt0113356,0
tt0100486,1
tt0091911,0
tt0038795,0
tt0061477,0
tt0055932,0
tt0045039,1
tt0062836,0
tt0044392,0
tt0037217,0
tt0067315,0
tt0032423,0
tt0071959,0
tt0068939,0
tt0092651,0
tt0077739,0
tt0059521,0
tt0057280,0
tt0046202,0
tt0037378,0
tt0027336,1
tt0075915,0
tt0060665,1
tt0041523,0
tt0094593,0
tt0098732,0
tt0050660,0
tt0042893,1
tt0030413,1
tt0090834,0
tt0069228,0
tt0061429,0
tt0052759,0
tt0004873,0
tt0058019,0
tt0116410,0
tt0087956,0
tt0048542,1
tt0062649,0
tt0094374,0
tt0044741,0
tt0116737,0
tt0087479,0
tt0107745,0
tt0079495,1
tt0105911,0
tt0018528,0
tt0056734,0
tt0080855,0
tt0099816,0
tt0090052,0
tt0063646,0
tt0043639,0
tt0034745,0
tt0050815,0
tt0018033,1
tt0095349,0
tt0070072,0
tt0065223,0
tt0117617,0
tt0030257,0
tt0029077,0
tt0092733,0
tt0057219,0
tt0047680,1
tt0050156,1
tt0094606,0
tt0062512,0
tt0107417,0
tt0096804,0
tt0073002,0
tt0037822,0
tt0039800,0
tt0026082,0
tt0032142,0
tt0089918,0
tt0068414,0
tt0040805,0
tt0033229,0
tt0081975,0
tt0029056,0
tt0102676,0
tt0102520,0
tt0072443,0
tt0065459,0
tt0056023,1
tt0101505,0
tt0054931,1
tt0013450,1
tt0067907,0
tt0034167,1
tt0030168,0
tt0047278,0
tt0112854,0
tt0116681,0
tt0097100,0
tt0045574,0
tt0075045,0
tt0102078,0
tt0024892,0
tt0095002,0
tt0096077,0
tt0065233,0
tt0092809,0
tt0060579,0
tt0089845,0
tt0040482,0
tt0074435,0
tt0083110,0
tt0071189,0
tt0037677,0
tt0095567,0
tt0061372,0
tt0013122,0
tt0076915,1
tt0088194,0
tt0118682,0
tt0107403,0
tt0102170,0
tt0101428,0
tt0111183,0
tt0048222,0
tt0080910,0
tt0117866,0
tt0081505,1
tt0051088,0
tt0079510,0
tt0094164,0
tt0092199,0
tt0073524,0
tt0057875,0
tt0043587,0
tt0049761,0
tt0018397,0
tt0048319,0
tt0035855,0
tt0060879,0
tt0032457,0
tt0102386,0
tt0069078,0
tt0062502,1
tt0077847,0
tt0045854,0
tt0070253,0
tt0038575,0
tt0116976,0
tt0041134,0
tt0091995,0
tt0102432,0
tt0096109,0
tt0050526,0
tt0090610,1
tt0058306,0
tt0025532,0
tt0021377,0
tt0070379,1
tt0066214,0
tt0088866,0
tt0062676,0
tt0103130,0
tt0065009,0
tt0092520,0
tt0102829,0
tt0112766,0
tt0029446,0
tt0115479,0
tt0043116,1
tt0065795,0
tt0039306,0
tt0114582,0
tt0051715,0
tt0105415,0
tt0099943,0
tt0019325,1
tt0118153,0
tt0085883,0
tt0116297,0
tt0043813,1
tt0118583,0
tt0029541,0
tt0116601,0
tt0057669,0
tt0102343,0
tt0031804,0
tt0048058,0
tt0040349,0
tt0052214,0
tt0065182,0
tt0089329,0
tt0018862,0
tt0089656,0
tt0086145,0
tt0035639,0
tt0044121,1
tt0036877,0
tt0100260,0
tt0080975,1
tt0051459,1
tt0118819,1
tt0038214,0
tt0033086,0
tt0108606,0
tt0083004,0
tt0095705,0
tt0011908,0
tt0105639,0
tt0095738,0
tt0087359,0
tt0097135,0
tt0049521,0
tt0096353,0
tt0090235,0
tt0107751,0
tt0065079,0
tt0051173,0
tt0118614,0
tt0022404,0
tt0117238,0
tt0079765,0
tt0051336,0
tt0091499,0
tt0076319,0
tt0020679,0
tt0055464,0
tt0093120,0
tt0059912,0
tt0089411,0
tt0092521,0
tt0033174,1
tt0085190,0
tt0049333,0
tt0045784,0
tt0086999,0
tt0051201,1
tt0059377,1
tt0040321,0
tt0038166,0
tt0069837,0
tt0035957,0
tt0079371,0
tt0071626,0
tt0065483,0
tt0040087,0
tt0034526,0
tt0043751,0
tt0035689,0
tt0034751,0
tt0099039,0
tt0102299,0
tt0023856,0
tt0072204,0
tt0063036,0
tt0118661,0
tt0071471,0
tt0085706,0
tt0079873,0
tt0049762,0
tt0080094,0
tt0103602,0
tt0114004,0
tt0078894,0
tt0113672,0
tt0099990,0
tt0052608,0
tt0016004,1
tt0084268,0
tt0023838,0
tt0040940,1
tt0061738,0
tt0100746,0
tt0060636,0
tt0070493,0
tt0021828,0
tt0080897,0
tt0097991,0
tt0064775,0
tt0031084,0
tt0099762,0
tt0016629,0
tt0020166,0
tt0041643,0
tt0049293,0
tt0091053,0
tt0050406,0
tt0095467,0
tt0109518,0
tt0066390,0
tt0014646,0
tt0099227,0
tt0054936,1
tt0094655,0
tt0045015,0
tt0034846,1
tt0035131,0
tt0092725,0
tt0057247,0
tt0044540,0
tt0043454,0
tt0112570,0
tt0097703,0
tt0043025,0
tt0021647,0
tt0074782,0
tt0091830,0
tt0084302,0
tt0047413,0
tt0110080,0
tt0069448,0
tt0067025,0
tt0118730,0
tt0034281,1
tt0106537,0
tt0048047,0
tt0064055,0
tt0017938,0
tt0058316,0
tt0057521,0
tt0047945,0
tt0073104,0
tt0068492,0
tt0063811,0
tt0117575,0
tt0054604,0
tt0031120,0
tt0030120,0
tt0010969,0
tt0097904,0
tt0102930,0
tt0059840,0
tt0109614,0
tt0070537,0
tt0073685,0
tt0087247,0
tt0069366,0
tt0043511,0
tt0018107,0
tt0050108,0
tt0054368,0
tt0093383,0
tt0083922,1
tt0046115,0
tt0021128,1
tt0085918,0
tt0059447,1
tt0117472,0
tt0097637,0
tt0116005,0
tt0064363,0
tt0109962,0
tt0066171,0
tt0113394,0
tt0045669,0
tt0087730,0
tt0095872,0
tt0094608,0
tt0060484,0
tt0050466,0
tt0108394,0
tt0105698,0
tt0061613,0
tt0054095,0
tt0061847,0
tt0029006,0
tt0063822,0
tt0055163,0
tt0118805,0
tt0074213,0
tt0057295,0
tt0028670,0
tt0076694,0
tt0024656,1
tt0067334,0
tt0084861,0
tt0059619,0
tt0024239,0
tt0067396,0
tt0099636,0
tt0052126,1
tt0026003,0
tt0106458,0
tt0048127,0
tt0089269,0
tt0107474,0
tt0033718,0
tt0044398,0
tt0039304,0
tt0079429,0
tt0025173,1
tt0038458,0
tt0059875,0
tt0043079,1
tt0022386,0
tt0099825,0
tt0020238,0
tt0066362,0
tt0049461,0
tt0113858,0
tt0104926,0
tt0062424,0
tt0089057,0
tt0060483,0
tt0094122,0
tt0037325,0
tt0048340,1
tt0018051,1
tt0023305,0
tt0082758,0
tt0026095,0
tt0038401,0
tt0066476,0
tt0075076,0
tt0030127,0
tt0035360,0
tt0086420,0
tt0070448,0
tt0103681,0
tt0074189,0
tt0063801,0
tt0033910,0
tt0026919,0
tt0053841,1
tt0027562,0
tt0026123,0
tt0059347,0
tt0052707,0
tt0082431,0
tt0112461,0
tt0056628,0
tt0046303,1
tt0067256,0
tt0057859,0
tt0053017,0
tt0056907,1
tt0012769,0
tt0042588,0
tt0062362,1
tt0057706,0
tt0097775,0
tt0085289,0
tt0049358,0
tt0067443,0
tt0089791,0
tt0105783,0
tt0103787,0
tt0037273,0
tt0055032,0
tt0047099,0
tt0116003,0
tt0117924,0
tt0027979,0
tt0102812,0
tt0061980,0
tt0022183,0
tt0070452,0
tt0117296,0
tt0107520,0
tt0106693,0
tt0085512,0
tt0076286,0
tt0095124,0
tt0063462,0
tt0053331,0
tt0020078,0
tt0102116,1
tt0045712,0
tt0059385,0
tt0070825,0
tt0046348,0
tt0096464,0
tt0108574,0
tt0023940,1
tt0107388,0
tt0081693,0
tt0077869,0
tt0082499,0
tt0064038,0
tt0091136,0
tt0084697,0
tt0038715,1
tt0076281,0
tt0025499,0
tt0076210,0
tt0107249,0
tt0106822,0
tt0053185,0
tt0100899,0
tt0054710,1
tt0040877,0
tt0071772,0
tt0047387,0
tt0062232,0
tt0040682,0
tt0110620,0
tt0054164,0
tt0069278,0
tt0070721,0
tt0056307,0
tt0038890,0
tt0111345,0
tt0099113,0
tt0090206,0
tt0084917,1
tt0093999,0
tt0108410,0
tt0034997,0
tt0105608,0
tt0113375,0
tt0080058,0
tt0065662,0
tt0051755,0
tt0068552,0
tt0056504,0
tt0046715,0
tt0089775,0
tt0062229,0
tt0049322,0
tt0068420,0
tt0110305,0
tt0058279,0
tt0093557,0
tt0042389,0
tt0071391,0
tt0079911,0
tt0031383,1
tt0116707,0
tt0091993,0
tt0070501,0
tt0068458,0
tt0102555,0
tt0082559,0
tt0061855,0
tt0059601,0
tt0056467,0
tt0045551,0
tt0035218,0
tt0097715,0
tt0018526,1
tt0045184,0
tt0031630,0
tt0093912,0
tt0090114,0
tt0033778,0
tt0026978,0
tt0037630,0
tt0110661,0
tt0098399,0
tt0093416,0
tt0068669,1
tt0027905,0
tt0038955,0
tt0071786,0
tt0089175,0
tt0048463,0
tt0115814,0
tt0100613,0
tt0107117,0
tt0065871,0
tt0040016,0
tt0031334,0
tt0116650,0
tt0099642,0
tt0042417,1
tt0034337,0
tt0029283,0
tt0033554,0
tt0116990,0
tt0030989,0
tt0054126,0
tt0109178,0
tt0076081,0
tt0071867,0
tt0065214,0
tt0077942,0
tt0070755,0
tt0059931,0
tt0106953,0
tt0031919,0
tt0051476,1
tt0041662,0
tt0101306,0
tt0024288,0
tt0066831,0
tt0048328,0
tt0099731,0
tt0047926,0
tt0086264,0
tt0050997,0
tt0093640,0
tt0018876,1
tt0115783,0
tt0026835,0
tt0114151,0
tt0030079,0
tt0065405,0
tt0043523,0
tt0111817,0
tt0045537,1
tt0025134,1
tt0097583,0
tt0082193,0
tt0104428,0
tt0035152,0
tt0031407,0
tt0084778,0
tt0070299,0
tt0066065,0
tt0045160,0
tt0097594,0
tt0111648,0
tt0097618,0
tt0072701,0
tt0060127,0
tt0053275,0
tt0040799,0
tt0105756,0
tt0029971,0
tt0057055,0
tt0081420,0
tt0106502,0
tt0021825,0
tt0088256,0
tt0083024,0
tt0023778,1
tt0035560,0
tt0095295,0
tt0113933,0
tt0111825,0
tt0103760,0
tt0085862,0
tt0026660,0
tt0093870,0
tt0063552,0
tt0054997,1
tt0082696,0
tt0093562,0
tt0026137,1
tt0057038,0
tt0031392,0
tt0029044,0
tt0038415,0
tt0069815,1
tt0016847,0
tt0100649,0
tt0069067,0
tt0065499,0
tt0082183,0
tt0117543,0
tt0087889,0
tt0057200,0
tt0054890,1
tt0053872,0
tt0113982,0
tt0071798,0
tt0107330,0
tt0094215,0
tt0116851,0
tt0112473,0
tt0042513,0
tt0037121,0
tt0036418,1
tt0046122,0
tt0076820,0
tt0047408,0
tt0025075,0
tt0049233,1
tt0047328,0
tt0016240,0
tt0053177,0
tt0107764,0
tt0060379,0
tt0113223,0
tt0053602,0
tt0036635,0
tt0116708,0
tt0024124,0
tt0084469,0
tt0066639,0
tt0106334,0
tt0071338,0
tt0058383,0
tt0045464,0
tt0046375,0
tt0070656,0
tt0069031,0
tt0025335,1
tt0070097,0
tt0052138,0
tt0057999,1
tt0078016,0
tt0117821,0
tt0027593,0
tt0050632,0
tt0061592,0
tt0090840,0
tt0089832,0
tt0023187,0
tt0097264,0
tt0018045,0
tt0035779,0
tt0085868,0
tt0040155,0
tt0076849,0
tt0088074,1
tt0062225,1
tt0024008,2
tt0065506,0
tt0038045,0
tt0030368,0
tt0026071,1
tt0106223,0
tt0047930,0
tt0047366,0
tt0062803,0
tt0101829,0
tt0077435,0
tt0034902,0
tt0071777,0
tt0087333,0
tt0052400,0
tt0058743,1
tt0088864,0
tt0063159,0
tt0114898,0
tt0065451,0
tt0026144,0
tt0058067,0
tt0031500,0
tt0082983,0
tt0072931,0
tt0108633,0
tt0063464,0
tt0031208,0
tt0046935,0
tt0042332,0
tt0116259,0
tt0039061,0
tt0077463,0
tt0097940,0
tt0102497,0
tt0077968,0
tt0100912,0
tt0082937,0
tt0052225,1
tt0103286,0
tt0082308,0
tt0111787,0
tt0073566,0
tt0088708,0
tt0107460,0
tt0088789,0
tt0082830,0
tt0083291,0
tt0064019,1
tt0093789,0
tt0069162,0
tt0041802,0
tt0037642,0
tt0093668,0
tt0108620,0
tt0101329,0
tt0072331,0
tt0030074,0
tt0099850,0
tt0071855,0
tt0035969,0
tt0077749,0
tt0081562,1
tt0045077,0
tt0031252,1
tt0057495,0
tt0038347,0
tt0049200,0
tt0089051,0
tt0036540,0
tt0083793,0
tt0047563,0
tt0062054,0
tt0095299,0
tt0035663,0
tt0085336,0
tt0091427,0
tt0013830,0
tt0057071,0
tt0067727,0
tt0094786,0
tt0090768,0
tt0034965,0
tt0109504,0
tt0072439,0
tt0069230,0
tt0030731,0
tt0028618,0
tt0072882,0
tt0049774,0
tt0113662,0
tt0028313,0
tt0066158,0
tt0058168,0
tt0054037,0
tt0089628,0
tt0069121,0
tt0074659,0
tt0036155,0
tt0059320,0
tt0029573,0
tt0036518,0
tt0050831,0
tt0095542,0
tt0038406,1
tt0088873,0
tt0037946,0
tt0034959,0
tt0084924,0
tt0018218,0
tt0057105,0
tt0115822,0
tt0069179,0
tt0035345,0
tt0062194,0
tt0024034,0
tt0066046,0
tt0049843,0
tt0048558,0
tt0036046,0
tt0092677,0
tt0024989,0
tt0095084,0
tt0010060,1
tt0096087,0
tt0074562,0
tt0094998,0
tt0037138,0
tt0039595,1
tt0060109,0
tt0063531,0
tt0089901,0
tt0037816,0
tt0112556,0
tt0042429,0
tt0111822,0
tt0041182,0
tt0107445,0
tt0078867,0
tt0105414,1
tt0020693,1
tt0109775,0
tt0059241,0
tt0045631,0
tt0083926,0
tt0069103,0
tt0032125,0
tt0092572,0
tt0093996,0
tt0076495,0
tt0029284,0
tt0086111,0
tt0064231,0
tt0032725,0
tt0025805,0
tt0065738,0
tt0091188,1
tt0084091,0
tt0118073,0
tt0108100,0
tt0077673,0
tt0027488,0
tt0083813,0
tt0040787,0
tt0103064,0
tt0088925,0
tt0040112,0
tt0031207,0
tt0108285,0
tt0061014,0
tt0102368,0
tt0104376,0
tt0100045,0
tt0065331,0
tt0036749,0
tt0097350,0
tt0055753,0
tt0037227,0
tt0071512,0
tt0022454,0
tt0061662,0
tt0046963,1
tt0010879,0
tt0029942,1
tt0020642,0
tt0116778,0
tt0106505,0
tt0116426,0
tt0039901,0
tt0039829,0
tt0039157,0
tt0116456,0
tt0064117,0
tt0079483,0
tt0077272,0
tt0043724,0
tt0062009,0
tt0107755,0
tt0110118,0
tt0093139,0
tt0099000,0
tt0058724,0
tt0096400,0
tt0116111,0
tt0031353,0
tt0060507,0
tt0094701,0
tt0096240,0
tt0074511,0
tt0045785,0
tt0101775,0
tt0040859,0
tt0070338,0
tt0056415,0
tt0027499,0
tt0017928,0
tt0104835,0
tt0082000,0
tt0110877,0
tt0066449,0
tt0073363,0
tt0021156,1
tt0110676,0
tt0030082,0
tt0064660,0
tt0087957,0
tt0064268,0
tt0036952,0
tt0069688,0
tt0058212,0
tt0032530,0
tt0066565,0
tt0080948,0
tt0070959,1
tt0073330,0
tt0039402,1
tt0084923,0
tt0052949,0
tt0077473,1
tt0098105,0
tt0027041,0
tt0073502,0
tt0038409,0
tt0072730,0
tt0052308,0
tt0038911,1
tt0095111,0
tt0109478,0
tt0080519,0
tt0038449,0
tt0088334,0
tt0009682,0
tt0037761,0
tt0039349,0
tt0095940,0
tt0055234,0
tt0097249,0
tt0053145,0
tt0116198,0
tt0070834,0
tt0051536,0
tt0100002,0
tt0076137,0
tt0038038,1
tt0028582,0
tt0099593,0
tt0040896,0
tt0072930,0
tt0109982,0
tt0055404,0
tt0091065,0
tt0062765,0
tt0058475,0
tt0102460,0
tt0004743,0
tt0080653,0
tt0050143,0
tt0041176,0
tt0095446,0
tt0059255,0
tt0118685,0
tt0033891,1
tt0114394,0
tt0062466,0
tt0038468,1
tt0051402,0
tt0069515,0
tt0067229,0
tt0053884,0
tt0027502,0
tt0086405,0
tt0068429,0
tt0102597,0
tt0045586,0
tt0087202,0
tt0068991,0
tt0092507,0
tt0038718,0
tt0107289,0
tt0063633,0
tt0084808,0
tt0081332,0
tt0037950,0
tt0050658,1
tt0099595,0
tt0099629,0
tt0054354,0
tt0055408,0
tt0051630,0
tt0115930,0
tt0035934,0
tt0052339,0
tt0044088,0
tt0109786,0
tt0026723,1
tt0073773,0
tt0087197,0
tt0098681,0
tt0062298,0
tt0082678,0
tt0095729,0
tt0097098,0
tt0049285,0
tt0029002,1
tt0083667,0
tt0040315,0
tt0115755,0
tt0092966,0
tt0057259,1
tt0068596,0
tt0090738,0
tt0072025,0
tt0078047,0
tt0107444,0
tt0053003,0
tt0094632,0
tt0060184,0
tt0036667,0
tt0022599,0
tt0084873,0
tt0035651,0
tt0077850,0
tt0057120,0
tt0064030,0
tt0091077,0
tt0081738,0
tt0026549,0
tt0062413,0
tt0110022,0
tt0106918,1
tt0079770,1
tt0113273,0
tt0077922,0
tt0061955,0
tt0072053,0
tt0092854,0
tt0091443,0
tt0099484,0
tt0049201,0
tt0047880,0
tt0042965,0
tt0091757,1
tt0055805,2
tt0107561,0
tt0035379,0
tt0088380,0
tt0038048,0
tt0032499,0
tt0024049,0
tt0071519,0
tt0092648,0
tt0025862,0
tt0056371,1
tt0040175,1
tt0048588,1
tt0106860,0
tt0075836,0
tt0062477,0
tt0081235,0
tt0112572,0
tt0082894,0
tt0040582,0
tt0075329,0
tt0071666,0
tt0051569,0
tt0068295,0
tt0086374,0
tt0067690,0
tt0074732,0
tt0057831,0
tt0035068,0
tt0053198,0
tt0088269,0
tt0077878,0
tt0026621,1
tt0088454,0
tt0097388,0
tt0098255,0
tt0026017,0
tt0009796,1
